,0
2060,Hierarchical patterns on laminated composite bilayer films via surface roughness-mediated buckling instability
2061,Designable synthesis of reduced graphene oxide modified using CoFe2O4 nanospheres with tunable enhanced microwave absorption performances between the whole X and Ku bands
2062,Ultrathin and flexible biomass-derived [email protected] nanocomposite films for efficient electromagnetic interference shielding
2063,Reducing dielectric loss by nanoconfined impurity ion transport in multilayer films under low electric fields
2064,Promoted ablation resistance of polydimethylsiloxane via crosslinking with multi-ethoxy POSS
2065,"Molecular dynamics simulations of silica aerogel nanocomposites reinforced by glass fibers, graphene sheets and carbon nanotubes: A comparison study on mechanical properties"
2066,"Manipulating interphase reactions for mechanically robust, flame-retardant and sustainable polylactide biocomposites"
2067,Progressive damage analysis of composite structures using higher-order layer-wise elements
2068,PET FRP-concrete-high strength steel hybrid solid columns with strain-hardening and ductile performance: Cyclic axial compressive behavior
2069,"Microstructure, mechanical properties, and in-vitro biocompatibility of nano- NiTi reinforced Mg–3Zn-0.5Ag alloy: Prepared by mechanical alloying for implant applications"
2070,A unified numerical approach for the simulation of intra and inter laminar damage evolution in stiffened CFRP panels under compression
2071,Analysis of tow architecture variability in biaxially braided composite tubes
2072,Biomimetic porous polypropylene foams with special wettability properties
2073,Experimental study on temperature dependence of mechanical properties of scaled high-performance rubber bearings
2074,Experimental study and DEM modelling of bolted composite lap joints subjected to tension
2075,On the fatigue crack propagation mechanism of a TiB2-reinforced high-modulus steel
2076,Composite magnetorheological elastomers for tactile displays: Enhanced MR-effect through bi-layer composition
2077,Enhanced fracture toughness of three dimensional graphene- hydroxyapatite nanocomposites by employing the Taguchi method
2078,Properties and applications of FRP cable on long-span cable-supported bridges: A review
2079,Corrigendum to “Experimental study and finite element simulation of novel nap-core sandwich composite” [Compos B Eng 158 (2019) 117–130]
2080,Corrigendum to “Parametric investigations of mechanical properties of nap-core sandwich composites” [Compos B Eng 161 15 March 2019 427–438]
2081,Editorial Board
2082,Picosecond laser surface treatment and analysis of thermoplastic composites for structural adhesive bonding
2083,"Insight of S, N co-doped graphene aerogel (double reduction)/cobalt (Ⅱ)-substituted α-Keggin-type polyoxometalate nanocomposites with synergistically enhanced impedance matching and energy conservation performance"
2084,Characterizing and analyzing the residual interfacial behavior of steel fibers embedded into cement-based matrices after exposure to high temperatures
2085,"Surface modification of flax nonwovens for the development of sustainable, high performance, and durable calcium aluminate cement composites"
2086,An analytical model of through-thickness photopolymerisation of composites: Ultraviolet light transmission and curing kinetics
2087,A novel PrBaCo2O5+σ-BaZr0.1Ce0.7Y0.1Yb0.1O3 composite cathode for proton-conducting solid oxide fuel cells
2088,Nickel-coated glass/epoxy honeycomb sandwich composite for broadband RCS reduction
2089,Wide and fine alignment control and interface modification for high-performance thermally conductive graphite/copper composite
2090,The study of the structural characteristics and catalytic activity of Co/CoCo2O4 nanowires
2091,Multilevel core-shell strategies for improving mechanical properties of energetic polymeric composites by the “grafting-from” route
2092,"Effect of interlaying UV-irradiated PEEK fibres on the mechanical, impact and fracture response of aerospace-grade carbon fibre/epoxy composites"
2093,Study on impact resistance behaviors of a novel composite laminate with basalt fiber for helical-sinusoidal bionic structure of dactyl club of mantis shrimp
2094,A two-step combination strategy for significantly enhancing the interfacial adhesion of CF/PPS composites: The liquid-phase oxidation followed by grafting of silane coupling agent
2095,A reduced percolation threshold of hybrid fillers of ball-milled exfoliated graphite nanoplatelets and AgNWs for enhanced thermal interface materials in high power electronics
2096,Numerical modeling of interply adhesion in composite forming of viscous discontinuous thermoplastic prepregs
2097,Highly thermally conductive PVDF-based ternary dielectric composites via engineering hybrid filler networks
2098,Synergistic improvement of epoxy derived polymer composites reinforced with Graphene Oxide (GO) plus Titanium di oxide(TiO2)
2099,Fabrication of eco-friendly and multifunctional sodium-containing polyhedral oligomeric silsesquioxane and its flame retardancy on epoxy resin
2100,Toughening phenolic composite laminates by interleaving hybrid pyrolytic carbon/polyvinyl butyral nanomat
2101,"Stretchable conductor based on carbon nanotube/carbon black silicone rubber nanocomposites with highly mechanical, electrical properties and strain sensitivity"
2102,A comprehensive review on mechanical properties of pultruded FRP composites subjected to long-term environmental effects
2103,Accelerated testing methodology for durability of CFRP
2104,Editorial Board
2105,Dependence of mechanical properties on microstructure of high-textured pyrocarbon prepared via isothermal and thermal gradient chemical vapor infiltration
2106,Construction of multiple electromagnetic loss mechanism for enhanced electromagnetic absorption performance of fish scale-derived biomass absorber
2107,Rational construction of hierarchical hollow [email protected]2 nanoboxes with heterogeneous interfaces for high-efficiency microwave absorption materials
2108,High-temperature polymer conductors with self-assembled conductive pathways
2109,"Magnetically actuated bone scaffold: Microstructure, cell response and osteogenesis"
2110,Carbon fiber @ silicone rubber core-sheath elastomer for enhancing wear-resisting performance of phenolic resin composites
2111,"The design, fabrication and evaluation of 3D printed gHNTs/gMgO whiskers/PLLA composite scaffold with honeycomb microstructure for bone tissue engineering"
2112,Amine-terminated chain-grafted nanodiamond/epoxy nanocomposites as interfacial materials: Thermal conductivity and fracture resistance
2113,On numerical evaluation of Eshelby tensor for superspherical and superellipsoidal inclusions in isotropic elastic material
2114,Improved crush energy absorption in 3D woven composites by pick density modification
2115,Multifunctional epoxy composites with highly flame retardant and effective electromagnetic interference shielding performances
